dataset_source,repo_name,repo_dir,candidate_ref,candidate_priority,candidate_tip_commit,history_commits,panel_months,count_matches,latest_matches,count_and_latest_matches,selected,selection_status
control,vortezwohl/Bhakti,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vortezwohl_Bhakti,refs/remotes/origin/master,1,3c1e782cb94cc3a3880de6151bcc17dce24521ac,114,4,4,4,4,1,perfect_panel_match
control,wasilukm/hoymiles-mqtt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/wasilukm_hoymiles-mqtt,refs/remotes/origin/main,1,03b7cec4c2a7583734100ace935a511824eb4697,64,6,6,6,6,1,perfect_panel_match
control,weaviate/t2v-transformers-models,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/weaviate_t2v-transformers-models,refs/remotes/origin/main,1,0137694bd045146d0f06dd2de3d261846b95f226,206,13,13,13,13,1,perfect_panel_match
control,weizequan/TASHR,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/weizequan_TASHR,refs/remotes/origin/main,1,1a07e41961e032d4f663af63e0199f177a2561bf,47,1,1,1,1,1,perfect_panel_match
control,xinsir6/ControlNetPlus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/xinsir6_ControlNetPlus,refs/remotes/origin/main,1,b48420576eac63c04388cb65fb74513cbd17405a,51,3,3,3,3,1,perfect_panel_match
control,xnl-h4ck3r/getSubsidiaries,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/xnl-h4ck3r_getSubsidiaries,refs/remotes/origin/main,1,88fce1c0e0554406c26c39b3ee7858bd108ff714,5,1,1,1,1,1,perfect_panel_match
control,yihozhang/most-influential-pl-papers,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/yihozhang_most-influential-pl-papers,refs/remotes/origin/main,1,cd397fb86c16b68e2dfafc7f74667b492be74a1d,3,1,1,1,1,1,perfect_panel_match
control,yoongi43/music_audio_enhancement_conformer,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/yoongi43_music_audio_enhancement_conformer,refs/remotes/origin/main,1,13e6e3452bbff16ec810b9c074c466b2e4abcf4a,9,4,4,4,4,1,perfect_panel_match
control,ysj9909/SHViT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ysj9909_SHViT,refs/remotes/origin/main,1,6a729ccf18e0b941714b529638bd3d9bacebcef0,29,4,4,4,4,1,perfect_panel_match
control,zeyangsha/De-Fake,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zeyangsha_De-Fake,refs/remotes/origin/main,1,7584f06d4fd81416b4f7eef68f45aaeb39119c8c,20,3,3,3,3,1,perfect_panel_match
control,zhang-xr/FirmLLM,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zhang-xr_FirmLLM,refs/remotes/origin/main,1,8dc567bdfa7fa514f1138725c1195261fc8aa041,89,3,3,3,3,1,perfect_panel_match
control,zhipeixu/FakeShield,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zhipeixu_FakeShield,refs/remotes/origin/main,1,b22717d7d524cbf617b8841d488d1edf56ceb7f3,37,6,6,6,6,1,perfect_panel_match
control,zhou19830318/xiaozhi_micropython,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zhou19830318_xiaozhi_micropython,refs/remotes/origin/main,1,4060890db5ad92005f3c323fa1a99a6a15ad2e21,118,3,3,3,3,1,perfect_panel_match
control,zju3dv/ready_to_react,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zju3dv_ready_to_react,refs/remotes/origin/main,1,bd36d46c80ad82db499e6c597293c085de91457b,4,2,2,2,2,1,perfect_panel_match
treatment,1mrat/cursor-taskrunner,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/1mrat_cursor-taskrunner,refs/remotes/origin/main,1,53d6ca106d0525b5eec3d03eba2406488da0ddcd,4,1,1,1,1,1,perfect_panel_match
treatment,Anemll/Anemll,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Anemll_Anemll,refs/remotes/origin/main,1,fb42f60b2e7a7b4709052c7146d37480bf21941e,84,5,5,5,5,1,perfect_panel_match
treatment,Apocrathia/home-assistant-config,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Apocrathia_home-assistant-config,refs/remotes/origin/main,1,0bd0414d3453db482d44658a1b66d8ec867e6cb0,1072,17,17,17,17,1,perfect_panel_match
treatment,Apocrathia/home-assistant-config,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Apocrathia_home-assistant-config,refs/remotes/origin/master,2,72cb74cd6373625aead951ad47c1e1f489a71b9a,866,17,0,0,0,0,perfect_panel_match
treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Aronnaxx_Behold-Urwar-Droid-Concepts,refs/remotes/origin/main,1,e5dde69cff032c97647d5cc4b52836d45d2c12ae,68,4,4,4,4,1,perfect_panel_match
treatment,Chocksy/qc-options-framework,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Chocksy_qc-options-framework,refs/remotes/origin/main,1,e4ce33d3a1c00a3a017343a5e937ea0bb4e1e522,100,10,10,10,10,1,perfect_panel_match
treatment,DannyMac180/mirror,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DannyMac180_mirror,refs/remotes/origin/main,1,07faea189c83c42cd4cb5361ea41527168d3a377,15,1,1,1,1,1,perfect_panel_match
treatment,DataDog/integrations-core,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DataDog_integrations-core,refs/remotes/origin/master,1,84a23aa410ce4155869f7d7d89796316ac8b569b,20591,20,20,20,20,1,perfect_panel_match
treatment,DataScienceUIBK/Rankify,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DataScienceUIBK_Rankify,refs/remotes/origin/main,1,56044993562bdcee8ccf324db3bc04474e2373bb,475,7,5,6,5,1,best_available_ref
treatment,Elevate-Code/better-voice-typing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Elevate-Code_better-voice-typing,refs/remotes/origin/master,1,d8d7d6b67355de5e2a82f6d790c3f4f8aa9f8bb4,40,9,9,9,9,1,perfect_panel_match
treatment,Hankanman/Area-Occupancy-Detection,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Hankanman_Area-Occupancy-Detection,refs/remotes/origin/main,1,bf4db1995ab4a10ee6b2928d654bf149c7e1b430,1285,9,9,9,9,1,perfect_panel_match
treatment,Kiln-AI/Kiln,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Kiln-AI_Kiln,refs/remotes/origin/main,1,903b20054d54c8817a13d6f531b243188db02a45,6928,13,8,12,8,1,best_available_ref
treatment,KroMiose/nekro-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/KroMiose_nekro-agent,refs/remotes/origin/main,1,77cff4c641d50c6ccb93dc3876da6f27a6118c71,883,14,8,11,8,1,best_available_ref
treatment,LearningCircuit/local-deep-research,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/LearningCircuit_local-deep-research,refs/remotes/origin/main,1,67f0fb8ff6c0551dc091bad7f11f02802e4ac7e6,7176,7,1,3,1,1,best_available_ref
treatment,MDGrey33/pyvisionai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/MDGrey33_pyvisionai,refs/remotes/origin/main,1,cc125c05100115df578cbcdf0da4e57778e423aa,147,6,4,5,4,1,best_available_ref
treatment,Mineru98/mysql-mcp-server,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Mineru98_mysql-mcp-server,refs/remotes/origin/main,1,e183dda6defcde596631e6cf1d5764c988a043f2,62,1,1,1,1,1,perfect_panel_match
treatment,Multi-V-VM/MVVM,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Multi-V-VM_MVVM,refs/remotes/origin/main,1,993e036efe871d117bdcfd14246a69f407fc5ef6,500,9,9,9,9,1,perfect_panel_match
treatment,Ody-Z/Trading_Game_Simulator,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Ody-Z_Trading_Game_Simulator,refs/remotes/origin/master,1,50bbbe078988b2f37720c247a12d2a8368e3e283,4,1,1,1,1,1,perfect_panel_match
treatment,OpenMOSS/Language-Model-SAEs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenMOSS_Language-Model-SAEs,refs/remotes/origin/dev,1,a8a3178abc749326e898abad9f695127b03a4b84,1422,18,10,13,9,1,best_available_ref
treatment,OpenMOSS/Language-Model-SAEs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenMOSS_Language-Model-SAEs,refs/remotes/origin/main,2,cfd202b18b22007f3a293670b7bbac972bd62093,1410,18,10,13,9,0,best_available_ref
treatment,OpenSPP/openspp-modules,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenSPP_openspp-modules,refs/remotes/origin/17.0,1,855ab19cd1f9cf061e58cd94c4aca7077286066e,3972,20,12,15,12,1,best_available_ref
treatment,PiotrCzapla/smart_dictation,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PiotrCzapla_smart_dictation,refs/remotes/origin/main,1,f0f396492a7bc34bd4fd16e2857d21f744d7c6b1,6,1,1,1,1,1,perfect_panel_match
treatment,PostHog/posthog,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PostHog_posthog,refs/remotes/origin/master,1,f417acda6949573d572cb6a92a54d577d9711ed7,49030,20,9,16,9,1,best_available_ref
treatment,ResearchHub/researchhub-backend,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,refs/remotes/origin/main,1,fc672b10323397ffe8162ef0642233df585775b7,14958,20,20,20,20,1,perfect_panel_match
treatment,Scrapybara/codecapy,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,refs/remotes/origin/main,1,9e76ee1fa2d624022614e9f9868fe93dc574834d,37,2,2,2,2,1,perfect_panel_match
treatment,SlyyCooper/cursorrules-architect,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,refs/remotes/origin/main,1,7bf481d91ae7ed991177b79d415d85f372c2cd20,228,6,6,6,6,1,perfect_panel_match
treatment,TextGeneratorio/text-generator.io,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,refs/remotes/origin/main,1,876dea1aa3a168127b88eeb42d16fa2ceaf25ed9,222,15,15,15,15,1,perfect_panel_match
treatment,TextGeneratorio/text-generator.io,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,refs/remotes/origin/master,2,9b4ad697c04eac71204f31610caca2ccb873fb7b,30,15,2,2,2,0,perfect_panel_match
treatment,The-Pocket/PocketFlow,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_PocketFlow,refs/remotes/origin/main,1,43ef382bb0c9dae8167528618bb40f5a3f9a28a5,640,9,5,8,5,1,best_available_ref
treatment,The-Pocket/PocketFlow-Template-Python,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_PocketFlow-Template-Python,refs/remotes/origin/main,1,680a1b2f54645818d0eac7880347d31a8cb4a115,46,7,7,7,7,1,perfect_panel_match
treatment,The-Pocket/Tutorial-AI-Paul-Graham,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-AI-Paul-Graham,refs/remotes/origin/main,1,eb304ff3774606a2bdb67cc4065605c4ac2f8ca7,24,2,2,2,2,1,perfect_panel_match
treatment,The-Pocket/Tutorial-Cold-Email-Personalization,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cold-Email-Personalization,refs/remotes/origin/master,1,200903e33e7756a880160f8b7c5d6e5dd51794a6,8,1,1,1,1,1,perfect_panel_match
treatment,The-Pocket/Tutorial-Cursor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cursor,refs/remotes/origin/main,1,0e69c81e74a3927d34b760beaca3a7775d650051,24,1,1,1,1,1,perfect_panel_match
treatment,TheSethRose/Agent-Chat,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TheSethRose_Agent-Chat,refs/remotes/origin/master,1,464bdbd1b280f5a15358aca50b7c8e60a4d5ff04,8,1,1,1,1,1,perfect_panel_match
treatment,ToolUse/infinite-ai-seo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ToolUse_infinite-ai-seo,refs/remotes/origin/main,1,d4019a3edb442ae7ffddbfdad289ec92400d32ee,7,1,1,1,1,1,perfect_panel_match
treatment,ToolUse/tool-use-ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ToolUse_tool-use-ai,refs/remotes/origin/main,1,ea9f4df00a3334325140e0045c50fdb1f9918e34,75,5,5,5,5,1,perfect_panel_match
treatment,VRSEN/agency-swarm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm,refs/remotes/origin/main,1,954adccb42519a426bfd293bf1b5ea6f9e61e6b8,2595,20,13,16,13,1,best_available_ref
treatment,VRSEN/agency-swarm-memory-demo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm-memory-demo,refs/remotes/origin/main,1,28f98de9ae21b822690afc595f84f910189cece9,12,1,1,1,1,1,perfect_panel_match
treatment,VRSEN/agency-voice-interface,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-voice-interface,refs/remotes/origin/main,1,2d9d39ce02d9cb9628e8de79b3543fe05885ad42,57,3,3,3,3,1,perfect_panel_match
treatment,W1ndys/Blog,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_Blog,refs/remotes/origin/main,1,fc0e23f3945cb748ac82e0d66af0dd12aa703cbe,809,16,12,14,12,1,best_available_ref
treatment,WangQrkkk/ThinkingCursor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/WangQrkkk_ThinkingCursor,refs/remotes/origin/main,1,7f8188043c7738cb880294ed2f34b4c45303d0f5,5,2,2,2,2,1,perfect_panel_match
treatment,airweave-ai/airweave,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/airweave-ai_airweave,refs/remotes/origin/main,1,1ebe1af2dbfb90f3334410721e69997e4f02b320,4775,9,6,7,6,1,best_available_ref
treatment,allthingslinux/tux,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,refs/remotes/origin/main,1,03167802dde5a615a2f682dce279f72315d9207b,4402,19,14,17,14,1,best_available_ref
treatment,appl-team/appl,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/appl-team_appl,refs/remotes/origin/main,1,e39c7401e5023d1b8d4c851e3a6f1048a462f03d,24,9,9,9,9,1,perfect_panel_match
treatment,askjohngeorge/pipecat-lead-qualifier,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/askjohngeorge_pipecat-lead-qualifier,refs/remotes/origin/main,1,c863efa7c17ff84a4780e475fc5dfaa18ac35fd6,396,2,2,2,2,1,perfect_panel_match
treatment,c4fun/tell-stories-webui,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/c4fun_tell-stories-webui,refs/remotes/origin/main,1,2a586311600393da4899d04a91a1fbe38ce7b5b0,20,2,2,2,2,1,perfect_panel_match
treatment,cgevans/qslib,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/cgevans_qslib,refs/remotes/origin/main,1,aafdc24e1e21f1c4ae19dc3c72beb7e254b5996b,654,15,15,15,15,1,perfect_panel_match
treatment,codingforentrepreneurs/Cursor-Django,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/codingforentrepreneurs_Cursor-Django,refs/remotes/origin/main,1,62068036fd145b8473920dbf910b42e5bf96d54a,32,1,1,1,1,1,perfect_panel_match
treatment,cohnen/mcp-google-ads,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/cohnen_mcp-google-ads,refs/remotes/origin/main,1,461a1d673cf1c369e8b95fc9b5b1d9cb7f3ebb4a,19,4,4,4,4,1,perfect_panel_match
treatment,daojiAnime/vmq-fastapi,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/daojiAnime_vmq-fastapi,refs/remotes/origin/master,1,cfd7123fbc3eb53f6d63f9ae4bbb0d254d1c220d,38,3,3,3,3,1,perfect_panel_match
treatment,discus0434/nook,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/discus0434_nook,refs/remotes/origin/main,1,0d999c9194dbd3ee603b0e7f672965764e3f06eb,29,3,1,2,1,1,best_available_ref
treatment,ericmjl/llamabot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericmjl_llamabot,refs/remotes/origin/main,1,c13e4886fac695a4aa1887b291ce933564fdd2f5,2269,19,15,17,15,1,best_available_ref
treatment,ericmjl/pyds-cli,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericmjl_pyds-cli,refs/remotes/origin/main,1,621aade2c31228f883cc1f5df4bfc6b0198d8b50,485,10,10,10,10,1,perfect_panel_match
treatment,ericyuegu/hal,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericyuegu_hal,refs/remotes/origin/main,1,18759c9e7c635ed1ea5159b77fb45a2a27022ddb,900,10,8,9,8,1,best_available_ref
treatment,ericzakariasson/uber-eats-mcp-server,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericzakariasson_uber-eats-mcp-server,refs/remotes/origin/main,1,ba475ebd9343dc771addd22ecbd19420a8d7534b,5,1,1,1,1,1,perfect_panel_match
treatment,ethyca/fides,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ethyca_fides,refs/remotes/origin/main,1,e87f3ff835af368defc1ec42dc29ec545a288585,4774,20,20,20,20,1,perfect_panel_match
treatment,ezyang/codemcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ezyang_codemcp,refs/remotes/origin/main,1,1ebdb61755c33a420332e6ff73f9fd1c1254d721,1089,4,4,4,4,1,perfect_panel_match
treatment,gerred/mcp-server-replicate,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/gerred_mcp-server-replicate,refs/remotes/origin/main,1,568024cbab6f7da22a85d7bd5787f2e835e4e54a,26,2,2,2,2,1,perfect_panel_match
treatment,getsentry/sentry,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,refs/remotes/origin/master,1,6fb08ea96ddabcf713655531b82fadb64b4ec601,106393,20,10,17,9,1,best_available_ref
treatment,grapeot/web_agentic_ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/grapeot_web_agentic_ai,refs/remotes/origin/master,1,8a28bbaf743ddb0b5cc7247d159fa2066fd9f985,73,2,2,2,2,1,perfect_panel_match
treatment,hyperb1iss/droidmind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/hyperb1iss_droidmind,refs/remotes/origin/main,1,8a5f6fee628488135db90cba5b0db54bd4a2d4ab,85,3,3,3,3,1,perfect_panel_match
treatment,ilanbenb/wa_llm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ilanbenb_wa_llm,refs/remotes/origin/main,1,3ae559ba9f63b371f5c7b34010d6206f68066661,305,9,9,9,9,1,perfect_panel_match
treatment,instructor-ai/instructor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/instructor-ai_instructor,refs/remotes/origin/main,1,cd698be4e79b1b3aa64da31d9e551c4e8f60be11,1563,20,18,19,18,1,best_available_ref
treatment,jmurth1234/ClaudePlayer,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/jmurth1234_ClaudePlayer,refs/remotes/origin/main,1,aa32d533362ab550e93e5febb504b5e33c17698f,12,2,2,2,2,1,perfect_panel_match
treatment,keephq/keep,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/keephq_keep,refs/remotes/origin/main,1,8e50c3b10d0ded220117640471277a2b7b6e489f,2939,20,20,20,20,1,perfect_panel_match
treatment,leettools-dev/leettools,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/leettools-dev_leettools,refs/remotes/origin/main,1,97ee4d1b4bb9541f2ff15c77197fe55afcae257d,138,5,5,5,5,1,perfect_panel_match
treatment,loftwah/auto-jira,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loftwah_auto-jira,refs/remotes/origin/main,1,8e104dc37f9b389470e7ad193419a23df5939b90,34,1,1,1,1,1,perfect_panel_match
treatment,lss233/kirara-ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/lss233_kirara-ai,refs/remotes/origin/master,1,8295a5deda0b289a3f70d946064b6c9a3e1b0753,1633,8,5,6,5,1,best_available_ref
treatment,martinnormark/neural-mesh-simplification,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/martinnormark_neural-mesh-simplification,refs/remotes/origin/main,1,2ada79100932189cfd28a56093ba3d72e24f3ec7,143,5,5,5,5,1,perfect_panel_match
treatment,matebenyovszky/healing-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/matebenyovszky_healing-agent,refs/remotes/origin/main,1,ed663491defb2c98b012f564ad5067a8741da037,18,3,3,3,3,1,perfect_panel_match
treatment,namuan/trading-utils,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/namuan_trading-utils,refs/remotes/origin/main,1,321d955f787d9b6260386f4b4a08191a5deae760,902,14,14,14,14,1,perfect_panel_match
treatment,nextml-code/pytorch-datastream,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/nextml-code_pytorch-datastream,refs/remotes/origin/master,1,a39bf2e652574d8ba2daf6c0cf768b5672c67b70,134,3,3,3,3,1,perfect_panel_match
treatment,osomai/servicenow-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/osomai_servicenow-mcp,refs/remotes/origin/main,1,06250607bdfc814f9bb56551bba16c3a7fb5a8c9,42,5,5,5,5,1,perfect_panel_match
treatment,panther-labs/panther-analysis,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/panther-labs_panther-analysis,refs/remotes/origin/develop,1,daa10c888566839e9918dfba1cd652743781e5fe,1827,20,20,20,20,1,perfect_panel_match
treatment,panther-labs/panther-analysis,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/panther-labs_panther-analysis,refs/remotes/origin/main,2,447474faaff9164851bc5e12d2f43998758f47fe,1827,20,20,20,20,0,perfect_panel_match
treatment,raphaelmansuy/code2prompt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/raphaelmansuy_code2prompt,refs/remotes/origin/master,1,699eae91a5bf67dc5ab6df23fd1b2c665eb20034,141,6,6,6,6,1,perfect_panel_match
treatment,raphaelmansuy/iteration_of_tought,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/raphaelmansuy_iteration_of_tought,refs/remotes/origin/main,1,53b2a870b95abb88742ea4b5480bae8e87867348,21,1,1,1,1,1,perfect_panel_match
treatment,samuelgursky/davinci-resolve-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/samuelgursky_davinci-resolve-mcp,refs/remotes/origin/main,1,7e357df9d795d7fdb49f4008c9a488e53a4e0d67,292,2,2,2,2,1,perfect_panel_match
treatment,sbomify/sbomify,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sbomify_sbomify,refs/remotes/origin/master,1,569b0b798bd3f65376b6a99b19094180e6e00b62,3516,8,8,8,8,1,perfect_panel_match
treatment,sirkirby/unifi-network-rules,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sirkirby_unifi-network-rules,refs/remotes/origin/main,1,80faf62ae4a4c77f39e0b99991ae6a8056e3e1ce,128,10,10,10,10,1,perfect_panel_match
treatment,smartian1/tgtrader,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smartian1_tgtrader,refs/remotes/origin/main,1,9d17bd75396997b746338c8911d8d781c096ed35,245,5,3,4,3,1,best_available_ref
treatment,smorin/py-launch-blueprint,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smorin_py-launch-blueprint,refs/remotes/origin/main,1,9590d89eb3c84d6944f4a5152924234b3a3d273a,717,6,4,5,4,1,best_available_ref
treatment,sshtunnelvision/MCP-LOGO-GEN,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sshtunnelvision_MCP-LOGO-GEN,refs/remotes/origin/master,1,5192c277f3b6efd3d8233e2427c33aeb9fb6c836,15,1,1,1,1,1,perfect_panel_match
treatment,synaptiai/prompt-decorators,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/synaptiai_prompt-decorators,refs/remotes/origin/main,1,9c792feb7e6db8feb42d26c98728dc6a29420e41,265,7,5,6,5,1,best_available_ref
treatment,terryyin/lizard,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/terryyin_lizard,refs/remotes/origin/master,1,0b97a9ae8e77b8d559e7ef187ad4b4e3ef02924f,1310,12,10,11,10,1,best_available_ref
treatment,tmux-python/tmuxp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tmux-python_tmuxp,refs/remotes/origin/master,1,91ac8519ac7d54bf540e3488637b9d26a1ee80ef,4966,20,20,20,20,1,perfect_panel_match
treatment,tony/django-docutils,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-docutils,refs/remotes/origin/master,1,318a6e06912b8d7e7652da49ecd7387225ee4c2c,1779,20,20,20,20,1,perfect_panel_match
treatment,tony/django-slugify-processor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-slugify-processor,refs/remotes/origin/master,1,789ea109fc4a3ba69e70c221d9e9df88faa5272e,1244,20,20,20,20,1,perfect_panel_match
treatment,trycua/cua,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/trycua_cua,refs/remotes/origin/main,1,ce2da2d77f12b8b2df2229a1168360a0963c850e,3641,8,5,8,5,1,best_available_ref
treatment,tsukumijima/KonomiTV,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tsukumijima_KonomiTV,refs/remotes/origin/master,1,89190d2e009513e0caef71f5416ea56868ae00f9,3732,20,15,17,15,1,best_available_ref
treatment,tw-haiven/haiven,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tw-haiven_haiven,refs/remotes/origin/main,1,39cbf9f8971111ba4e8de08fd8c53f52feaafd8c,1518,17,15,16,15,1,best_available_ref
treatment,utensils/mcp-nixos,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/utensils_mcp-nixos,refs/remotes/origin/main,1,0ef99b6a5674e60ca315dc55a0f458673bb1e4fa,436,5,5,5,5,1,perfect_panel_match
treatment,vcs-python/vcspull,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vcs-python_vcspull,refs/remotes/origin/master,1,e6a62d952feab802d21a6c15617211f11f79f493,3391,20,20,20,20,1,perfect_panel_match
treatment,vietanhdev/anylabeling,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vietanhdev_anylabeling,refs/remotes/origin/main,1,5c15bbfda783302f89701464547a1e87700c651f,274,9,9,9,9,1,perfect_panel_match
